problem,solution,answer,problem_type
"活血化瘀药的适应病证有

A.跌打损伤
B.关节痹痛
C.痈肿疮疡
D.瘀滞出血
E.产后瘀阻",$A$,A,single_choice
"荆防的处方应付为

A.荆芥、防己
B.荆三棱、防己
C.荆三棱、防风
D.刺蒺藜、防风
E.荆芥、防风",$E$,E,single_choice
"能通便的消食导滞剂有

A.小儿消食片
B.小儿化食丸
C.一捻金
D.健脾消食丸
E.肥儿丸",$B$,B,single_choice
"味药制成。功能清热解毒，消炎。用于小儿流感、脑炎等。技巧：小兵张嘎。小=小儿流感，脑炎；嘎=志嘎汗散。掌握“藏药基础知识”知识点。
8功能清热解毒，化瘀。可用于胆囊瘀肿，巩膜黄染，消化不良，中毒症，对黄疸性肝病疗效最佳的藏成药方剂是

A.十一味金色丸
B.十味黑冰片丸
C.二十九味能消散
D.萨热十三味鹏鸟丸
E.十三味菥冥丸",$A$,A,single_choice
"作为药师，给予患者的健康指导，说法不正确的是A少食辛辣厚味是预防自汗、盗汗的重要措施
B.加强体育锻炼，注意劳逸结合，保持心情愉快
C.汗出时，腠理空虚，易于感受外邪，应避风寒，以防感冒
D.汗出后，用毛巾蘸取温开水，擦拭皮肤，将汗擦干
E.出汗多时，应经常更换内衣，保持衣服干燥整洁
参考答案：D
【解析】健康指导
（1）饮食宜忌：少食辛辣厚味是预防自汗、盗汗的重要措施。
（2）日常调护：加强体育锻炼，注意劳逸结合，避免思虑烦劳过度，保持心情愉快。汗出之时，腠理空虚，易于感受外邪，故当避风寒，以防感冒。汗出之后，应及时用干毛巾将汗擦干。出汗多者，需经常更换内衣，并注意保持衣服、卧具干燥清洁。掌握“汗证”知识点。
47
专业网校课程、题库软件、考试用书、资讯信息全方位一体化职业考试学习平台
【题干】某女，55岁。近日汗出异常，睡则汗出，醒则汗止，心悸怔忡，失眠多梦，神疲气短，面色不华，舌质淡，舌苔白，脉细。医师诊断为心血不足，给予健脾生血颗粒来治疗。
192.健脾生血颗粒中所含有的西药成分是

A.三氧化二铁
B.四氧化三铁
C.硫酸铁
D.硫酸亚铁
E.硫化铁",$D$,D,single_choice
"下列哪项不是中风的主症

A.猝然昏仆
B.半身不遂
C.口眼?斜
D.四肢抽搐
E.语言不利",$D$,D,single_choice
"气滞血阻之积证的代表方首选

A.八珍汤合化积丸
B.逍遥散合木香顺气散
C.六君子汤合化积丸
D.柴胡疏肝散合失笑散
E.膈下逐瘀汤合六君子汤",$D$,D,single_choice
"蟾酥主要化学成分是 。

A.石胆酸
B.强心苷元
C.5-羟色胺
D.L-3-甲基十五环酮
E.绿原酸",$B$,B,single_choice
"治疗外感风寒、痰浊阻肺证的是

A.小儿热速清口服液
B.肥儿丸
C.小儿咽扁颗粒
D.儿感清口服液
E.解肌宁嗽丸",$E$,E,single_choice
"以下关于桂枝合剂的注意事项，描述正确的有

A.表实无汗者慎用
B.感冒风寒表虚者忌用
C.服药期间忌食生冷之物
D.服药后以大量汗出为宜
	31

E.服药后宜覆被保暖",$A$,A,single_choice
"月经后期痰湿证，治宜选方

A.乌药汤
B.归脾丸
C.芎归二陈汤
D.大补元煎
E.玉女煎",$C$,C,single_choice
"热秘的特征为

A.大便干结，小便短赤
B.大便秘结，欲便不得
C.虽有便意，努挣乏力
D.大便艰涩，排出困难
E.大便不干，小便清长",$A$,A,single_choice
"皮肤出现风团，时隐时现的瘙痒性、过敏性皮肤病是

A.粉刺
B.瘾疹
C.疖
D.疮
E.痔",$B$,B,single_choice
"雄黄不具有的功效是

A.解毒
B.杀虫
C.止血
D.燥湿祛痰
E.截疟定惊",$C$,C,single_choice
"治疗虚劳时沙参麦冬汤可用于治疗

A.气虚虚劳
B.血虚虚劳
C.阴虚虚劳
D.阳虚虚劳
E.阴阳两虚虚劳",$C$,C,single_choice
"附子治肾阳虚衰、脾肾阳衰及里寒重症时，常配伍

A.肉桂
B.香附
C.木瓜
D.干姜
E.花椒",$A$,A,single_choice
"《中国药典》采用高效液相色谱方法测定秦皮中的含量成分为 。

A.秦皮甲素
B.秦皮乙素
C.总香豆素
D.总多糖
E.秦皮甲素和秦皮乙素",$E$,E,single_choice
"治疗时应采用的治法是

A.镇惊定志，养心安神
B.补血养心，益气安神
C.滋阴清火，养心安神
D.温补心阳，安神定悸
E.振奋心阳，宁心安神",$C$,C,single_choice
"治疗水肿肾阳衰微证，首选的方剂是

A.济生肾气丸合真武汤
B.麻黄连翘赤小豆汤
C.实脾饮
D.五皮饮合胃苓汤
E.疏凿饮子",$A$,A,single_choice
"花色素及其苷元的颜色随pH不同而改变，一般显紫色时的pH为 。

A.pH＝75
B.pH＜7
C.pH＝85
D.pH＞85
E.pH＞7",$C$,C,single_choice
"患者有原发性高血压病史，作为药师，建议其服用的中成药是

A.古汉养生精
B.眩晕宁颗粒
C.松龄血脉康胶囊
D.晕复静片
E.参茸阿胶",$C$,C,single_choice
"治风寒束表咳嗽宜用

A.通宣理肺丸
B.养阴清肺膏
C.蛇胆川贝散
D.杏苏止咳颗粒
E.苏子降气丸",$A$,A,single_choice
"以下患者尿沉渣可见膀胱尿潴留患者出现

A.尿酸盐结晶
B.胆红素结晶
C.胱氨酸结晶
D.草酸盐结晶
E.脂肪醇结晶",$A$,A,single_choice
"产后大出血者禁用的是

A.生化丸
B.产复康颗粒
C.妇科千金片
D.宫血宁胶囊
E.坤宝丸
	4
",$B$,B,single_choice
"滴丸的溶散时限为 。

A.5min
B.15min
C.30min
D.45min
E.60min",$C$,C,single_choice
"来源于樟科植物的树皮，主要成分为挥发油类的是 。

A.酸值加皂化值
B.皂化值减酸值
C.酸值减皂化值
D.羧酸和酚酸类成分的总和
E.酸值与酯值之和",$D$,D,single_choice
"槐花中的芦丁在哪个时期含量最高 。

A.茵陈蒿
B.滨蒿
C.花茵陈
D.绵茵陈
E.青蒿",$D$,D,single_choice
"宜选用的治法是

A.益气活血，豁痰宣痹
B.活血行气，豁痰宣痹
C.温中散寒，豁痰宣痹
D.通阳泄浊，豁痰宣痹
E.益气养阴，豁痰宣痹",$D$,D,single_choice
"中医辨证是

A.痰浊痹阻证
B.寒凝心脉证
C.气滞血瘀证
D.气阴两虚证
E.心阳不振证",$C$,C,single_choice
"弯曲法适用于 。

A.长条状药材
B.团块状药材
C.粗大块状药材
D.不规则的根及根茎类药材
E.块根、果实、菌类药材",$A$,A,single_choice
"洋金花主要化学成分为莨菪烷类生物碱，莨菪碱的外消旋体是 。

A.N-去甲莨菪碱
B.阿托品
C.山莨菪碱
D.东莨菪碱
E.樟柳碱",$B$,B,single_choice
"安宫牛黄丸的主治有

A.热病
B.痰迷心窍
C.邪入心包
D.高热惊厥
	38

E.小儿急热惊风",$A$,A,single_choice
"焦山楂中 。

A.有机酸含量降低，黄酮类成分增高
B.有机酸含量降低，黄酮类成分降低
C.有机酸稍减量，黄酮类成分增高
D.有机酸稍减量，黄酮类成分降低
E.有机酸含量降低，黄酮类成分不变",$B$,B,single_choice
"更年安片的主治病症是

A.血热所致的绝经前后诸证
B.血虚气滞所致的绝经前后诸证
C.气血两虚所致的绝经前后诸证
D.肝肾阴虚所致的绝经前后诸证
E.肾阴虚所致的绝经前后诸证",$E$,E,single_choice
"麻黄碱具有 。

A.樟柳碱
B.山莨菪碱
C.小檗碱
D.麻黄碱
E.莨菪碱",$C$,C,single_choice
"茵陈的功效是

A.清热利湿，止痛
B.清热利湿，杀虫
C.清热利湿，化痰
D.清热利湿，退黄
	1

E.清热利湿，解暑",$D$,D,single_choice
"洋金花食用过量或误食易致中毒，其中毒的机制主要是 。

A.M-胆碱反应
B.N-胆碱反应
C.M、N-胆碱反应
D.N1-胆碱反应
E.N2-胆碱反应",$A$,A,single_choice
"养胃舒胶囊除能健脾和胃，又能

A.滋补肝肾
B.益气养阴，行气导滞
C.益气生津，养血
D.养血安神，生津止渴
E.补肾益肺，滋阴降火",$B$,B,single_choice
"阳虚证的临床表现是

A.少气懒言，疲倦乏力
B.潮热盗汗，舌红少苔
C.面色苍白，唇色淡白
D.痛如针刺，固定不移
E.恶风自汗，畏寒肢冷",$E$,E,single_choice
"水浸后种子表面黏滑，并需测定膨胀度的药材的是 。

A.葶苈子
B.牵牛子
C.牛蒡子
D.决明子
E.菟丝子",$A$,A,single_choice
"主治十二指肠溃疡疼痛、出血，胃酸过多者的是

A.止血定痛片
B.槐角丸
C.丹七片
D.三七片
E.复方丹参片",$A$,A,single_choice
"用渗出法制霜 。

A.鲜地黄
B.生地黄
C.熟地黄
D.生地炭
E.熟地炭",$A$,A,single_choice
"蒽醌类衍生物酸性强弱的排列顺序为 。

A.含两个以上β-OH＞含-COOH＞含一个β-OH＞含两个以上α-OH＞含一个α-OH
B.含-COOH＞含两个以上β-OH＞含一个β-OH＞含两个以上α-OH＞含一个α-OH
C.含两个以上β-OH＞含一个β-OH＞含两个以上α-OH＞含一个α-OH＞含-COOH
D.含-COOH＞含一个β-OH＞含两个以上β-OH＞含两个以上α-OH＞含一个α-OH
E.含-COOH＞含一个α-OH＞含两个以上β-OH＞含一个β-OH＞含两个以上α-OH",$B$,B,single_choice
"药物固体分散体的类型不包括 。

A.固态溶液
B.低共熔混合物
C.高分子聚合物
D.共沉淀物
E.玻璃混悬物",$C$,C,single_choice
"肾虚型月经过少的首选方是

A.归肾丸
B.桃红四物汤
C.六味地黄丸
D.保阴煎
E.右归丸",$A$,A,single_choice
"以下不属于千金止带丸的使用注意的是

A.孕妇慎用
B.肝郁血瘀证慎用
C.湿热证慎用
D.热毒证者慎用
E.气滞血瘀者慎用",$E$,E,single_choice
"空胶囊制备中，为保证囊壳质量需加入辅料，其琼脂是作为 。

A.防腐剂
B.遮光剂
C.增稠剂
D.增塑剂
E.成型材料",$C$,C,single_choice
"某女，62岁。发热，热势不高，常在劳累后加剧，身倦乏力，气短懒言，自汗，易于感冒，食少便溏，舌质淡，苔白薄，脉细弱。辨证应属

A.阴虚发热证
B.气虚发热证
C.血虚发热证
D.血瘀发热证
E.气郁发热证",$B$,B,single_choice
"用治肺痈，肠痈，宜选

A.地肤子
B.泽泻
C.猪苓
D.茯苓
E.薏苡仁",$E$,E,single_choice
"应在立秋后采收的是 。

A.三颗针
B.茯苓
C.花茵陈
D.太子参
E.山茱萸",$B$,B,single_choice
"疏风解表，清热解毒的是

A.荆防颗粒
B.正柴胡饮颗粒
C.银翘解毒丸
D.桑菊感冒片
E.参苏丸",$C$,C,single_choice
"药物用规定浓度的乙醇浸出或溶解，或以流浸膏稀释制成的澄明液体制剂为 。

A.浸膏剂
B.煎膏剂
C.药酒
D.酊剂
E.糖浆剂",$D$,D,single_choice
"解表散寒，祛风胜湿的是

A.荆防颗粒
B.正柴胡饮颗粒
C.银翘解毒丸
D.桑菊感冒片
E.参苏丸",$A$,A,single_choice
"外感头痛治疗时应

A.以疏风为主
B.以散寒为主
C.以清热为主
D.以祛湿为主
E.以滋阴为主",$A$,A,single_choice
"主治病证是气血两虚、气滞血瘀所致的月经不调的成药是

A.少腹逐瘀丸
B.大黄（庶虫）虫丸
C.艾附暖宫丸
D.八珍益母丸
	8

E.女金丸",$E$,E,single_choice
"叶类药材的采收期是 。

A.大多数在秋、冬两季采收
B.一般在开花前或果实未成熟前采收
C.花完全盛开后采收叶类
D.在春季发芽时采收
E.全年采收",$B$,B,single_choice
"处方直接写药名（或炒或炙），应调配蜜炙品的是

A.益智仁
B.柏子仁
C.半夏
D.当归
E.枇杷叶",$E$,E,single_choice
"以下关于麻黄碱和伪麻黄碱的说法错误的是 。

A.麻黄生物碱为有机胺类生物碱
B.伪麻黄碱C1-H和C2-H为顺式
C.麻黄碱和伪麻黄碱属仲胺衍生物
D.麻黄碱和伪麻黄碱结构区别在于C1构型不同
E.麻黄碱和伪麻黄碱互为立体异构体",$B$,B,single_choice
"小青龙胶囊的主治证是

A.风热咳嗽
B.燥热蕴肺
C.阴虚燥咳
D.风寒阻肺
E.风寒水饮",$E$,E,single_choice
"治疗心悸瘀阻心脉证，应首选的方剂是

A.桂枝甘草龙骨牡蛎汤合参附汤
B.黄连温胆汤合炙甘草汤
C.通窍活血汤合甘麦大枣汤
	9
专业网校课程、题库软件、考试用书、资讯信息全方位一体化职业考试学习平台
D.半夏泻心汤合当归活血饮
E.桃仁红花煎合桂枝甘草龙骨牡蛎汤",$E$,E,single_choice
"身热反欲盖衣被，四肢厥逆，下利清谷，脉微欲绝，病机属于

A.阴阳偏盛
B.阴阳互损
C.阴阳偏衰
D.阴阳格拒
E.阴阳亡失",$B$,B,single_choice
"断面外侧呈棕色而粗糙，内侧红棕色而油润，中间有一条黄棕色线纹。此药材是 。

A.秦皮
B.肉桂
C.白鲜皮
D.厚朴
E.牡丹皮",$B$,B,single_choice
"有关麦芽炮制叙述不正确的是 。

A.炒麦芽具有行气、消食、回乳之功
B.焦麦芽增强了消食化滞、止泻的作用
C.炒麦芽偏温而气香
D.加热时间越长麦芽的淀粉酶活性越强
E.焦麦芽性偏温而味微甘微涩",$D$,D,single_choice
"治疗崩漏时属于气血两虚者，宜选用的方剂是

A.四物汤加减
B.固本止崩汤加减
C.调肝汤加减
D.左归丸合二至丸
E.归脾汤加减",$E$,E,single_choice
"鹭鸶咯丸的功能有

A.宣肺
B.消食
C.化痰
D.止咳
E.平肝",$A$,A,single_choice
"某女，68岁。口渴引饮，能食与便溏并见，精神不振，四肢乏力。舌淡，苔薄白而干，脉细弱无力，治疗宜选用的中成药是

A.参苓白术散
B.六味地黄丸
C.消渴平片
D.附子理中丸
E.金匮肾气丸",$A$,A,single_choice
"实喘的治疗原则是

A.化痰平喘
B.祛邪利气
C.降气平喘
D.降气化痰
E.培补摄纳",$B$,B,single_choice
"可用作药物固体分散体水溶性载体材料的是 。

A.聚丙烯树脂Ⅲ号
B.乙基纤维素
C.醋酸纤维素酞酸酯
D.聚丙烯树脂Ⅱ号
E.聚乙烯吡咯烷酮",$E$,E,single_choice
"药名相近，但性味功效不同的饮片不应排列在一起的是

A.羌活与独活
B.葛根与山药
C.当归与川芎
D.升麻与柴胡
E.附子与白附子",$E$,E,single_choice
"治疗跌打损伤瘀血阻络证，可选用的方剂是

A.膈下逐瘀汤
B.桃红四物汤
C.身痛逐瘀汤
D.独活寄生汤
E.顺气活血汤",$C$,C,single_choice
"以下适宜用“塞因塞用”治法来治疗的病证是

A.气滞腹胀
B.血瘀崩漏
C.食积泄泻
D.肾虚泄泻
E.血虚经闭",$E$,E,single_choice
"小儿热速清口服液用于

A.小儿痱毒
B.风热感冒
C.口舌生疮
D.脘腹胀满
E.痰饮咳喘",$B$,B,single_choice
"下列乳剂不稳定现象的原因，分层发生的原因是 。

A.乳化剂失去乳化作用
B.乳化剂类型出现相反的变化
C.电位降低
D.分散相与连续相存在密度差
E.微生物及光、热、空气等的作用",$B$,B,single_choice
"下列选项中，属于胸痹主症的是

A.胸胁胀痛，持续不解，多伴有咳唾
B.心下有气攻冲作痛
C.胸部闷痛甚则胸痛彻背，休息或用药后可缓解
D.自觉心中悸动不安，心搏异常
E.咳嗽，胸痛，脓血痰",$C$,C,single_choice
"人参归脾丸除益气补血外，还可

A.健脾和胃
B.养心安神
C.健脾宁心
D.凉血止血
E.温通经脉",$C$,C,single_choice
"长叶地榆主产于 。

A.河北
B.内蒙古
C.山东
D.安徽
E.山西",$D$,D,single_choice
"主治是湿热瘀阻所致的痹病的是

A.颈复康颗粒
B.风湿骨痛丸
C.四妙丸
D.痛风定胶囊
E.独活寄生合剂",$D$,D,single_choice
"医生可推荐使用的中成药为

A.补阳还五汤
B.血府逐瘀汤
C.生脉散
D.乌头赤石脂丸
E.丹蒌片",$E$,E,single_choice
"既安神，又敛汗的药是

A.夜交藤
B.合欢皮
C.珍珠
D.酸枣仁
	7

E.柏子仁",$A$,A,single_choice
"外感咳嗽治疗原则是

A.祛邪利肺
B.疏风散寒
C.调和营卫
D.解表发汗
E.祛风化痰",$A$,A,single_choice
"治疗厌食脾胃气虚证的首选方剂是

A.保和丸
B.异功散
C.四君子汤
D.补中益气汤
E.健脾丸",$B$,B,single_choice
"影响药物在胃肠道的稳定的中西药联用药组是

A.银杏叶制剂与地高辛
B.通宣理肺丸与呋喃唑酮
C.钩藤散与甲基多巴
D.牛黄解毒片与四环素
E.红灵散与卡那霉素",$D$,D,single_choice
"性平，善疏肝理气的药是

A.木香
B.乌药
C.沉香
D.香附
E.青皮",$D$,D,single_choice
"既含雄黄又含朱砂的中成药是

A.磁朱丸
B.抱龙丸
	6

C.安宫牛黄丸
D.朱砂安神丸
E.追风透骨丸",$C$,C,single_choice
"企边桂是 。

A.老树根皮或粗枝皮，不经压制，自然卷曲成筒状
B.5～6年生幼树的干皮不经压制，自然卷曲成筒状
C.10年生以上的干皮将两端削成斜面，突出桂心，压制成浅槽状
D.老年树最下部近地面的干皮，压制成扁平板状
E.老树枝皮，不经压制，自然卷曲成筒状",$C$,C,single_choice
"麦芽回乳可用的剂量是

A.15g
B.60g
C.30g
D.80g
E.120g",$E$,E,single_choice
"主治是风热上攻、肺胃热盛所致的乳蛾、喉痹、口糜的是

A.复方鱼腥草片
B.桂林西瓜霜
C.冰硼散
D.锡类散
E.黄氏响声丸",$B$,B,single_choice
"结构中通常含有α-去氧糖的苷类化合物是 。

A.环烯醚萜苷
B.蒽醌类
C.二萜苷
D.黄酮苷
E.强心苷",$E$,E,single_choice
"三七的气味为 。

A.气微，味苦回甜
B.气微，味酸
C.气微，味辛
D.气芳香，味苦
E.气芳香，味苦回甜",$A$,A,single_choice
