problem,solution,answer,problem_type
"以泄肝健脾法治疗肝旺脾虚证的治法称：

A.益火补土
B.滋水涵木
C.培土生金
D.抑木扶土
E.金水相生",$D$,D,single_choice
"以下辅料能祛风通络、散寒、行药势的是 。

A.酒
B.醋
C.药汁
D.姜汁
E.盐水",$A$,A,single_choice
"鼻炎康片的功能不包括

A.清热
B.宣肺
C.通窍
D.消肿
E.止血",$E$,E,single_choice
"经常一起配伍使用，可与桃仁放于同一斗谱中的是

A.红花
B.续断
C.白术
D.杏仁
E.薏米",$A$,A,single_choice
"具有肾毒性和致癌性的物质是 。

A.马兜铃酸
B.酒石酸
C.枸橼酸
D.绿原酸
E.乌头碱",$A$,A,single_choice
"内服能渗湿止泻、明目的药是

A.滑石
B.血竭
C.硼砂
D.车前子
E.地肤子",$D$,D,single_choice
"下列宜切厚片的药材是 。

A.槟榔
B.麻黄
C.厚朴
D.茯苓
E.当归",$D$,D,single_choice
"南沙参的别名有

A.泡沙参
B.空沙参
C.辽沙参
D.白沙参
E.莱阳沙参",$A$,A,single_choice
"主治是风寒湿闭阻、肝肾两亏、气血不足的是

A.独活寄生合剂
B.仙灵骨葆胶囊
C.尪痹颗粒
D.小活络丸
E.壮腰健肾丸",$A$,A,single_choice
"酒黄芩的作用是 。

A.滋阴补血
B.引药上行，清上焦热
C.活血化瘀
D.增强补肝肾作用
E.酸涩收敛",$B$,B,single_choice
"真人养脏汤的主治病证是：

A.脾肾虚寒之久泄久痢
B.寒湿泄泻
C.肝脾不和之泄泻
D.脾虚挟湿泄泻
E.脾虚泄泻",$A$,A,single_choice
"治疗手足口病湿热壅盛证,应首选的方剂是

A.透疹凉解汤
B.清胃解毒汤
C.宣毒发表汤
D.清解透表汤
E.清瘟败毒饮",$E$,E,single_choice
"反映体质的体表形态标志是:

A.性征
B.体姿
C.体重
D.体型
E.体格",$E$,E,single_choice
"治疗厌食的基本原则是：

A.调理脾胃
B.调肝理脾
C.清热通腑
D.消食导滞
E.健脾益肾",$A$,A,single_choice
"靶向制剂的特点包括 。

A.提高疗效并显著降低对其他组织、器官及全身的毒副作用
B.可避免超过治疗血药浓度范围的毒副作用
C.血药浓度的“峰谷”波动小
D.用药次数显著减少
E.药物可缓慢地释放进入体内",$A$,A,single_choice
"下列关于没药的叙述不正确的是 。

A.质坚脆，破碎面不整齐
B.橄榄科植物地丁树或哈地丁树树干皮部渗出的油胶树脂
C.呈不规则颗粒性团块，大小不等
D.主产于非洲东北部的索马里、埃塞俄比亚、阿拉伯半岛南部及印度等地
E.主要含酯树脂",$E$,E,single_choice
"膏淋症见

A.小便频数短涩，灼热刺痛，尿色黄赤
B.排尿时突然中断，尿道窘迫疼，少腹拘急
C.小便热涩刺痛，尿色深红
D.郁怒之后，小便涩滞，淋沥不宣，少腹胀满
E.小便浑浊如米泔水，上有浮油，置之沉淀",$E$,E,single_choice
"醋制后可增加有效成分的溶出，提高疗效的是 。

A.挥发油类
B.生物碱类
C.苷类
D.有机酸类
E.油脂类",$B$,B,single_choice
"姜炙时，一般每100kg药物用生姜 。

A.1kg
B.3kg
C.6kg
D.10kg
E.15kg",$D$,D,single_choice
"药性确定的基准为 。

A.药物的气味
B.药物的质地
C.病证寒热
D.药物的形状
E.药物的滋味",$C$,C,single_choice
"软胶囊囊材中加入的二氧化钛的作用是 。

A.增塑剂作用
B.遮光剂作用
C.防腐剂作用
D.抗氧剂
E.着色剂",$B$,B,single_choice
"肝郁气滞胸胁疼痛的特点是：（    ）

A.隐痛
B.绞痛
C.胀痛
D.灼痛
E.重痛",$C$,C,single_choice
"用消积导滞的方法治疗腹泻，属 于

A.热者寒之
B.寒者热之
C.热因热用
D.塞因塞用
E.通因通用",$E$,E,single_choice
"黄疸病中，最多见的病机是：

A.寒湿发黄
B.火劫发黄
C.燥结发黄
D.湿热发黄
E.虚劳萎黄",$D$,D,single_choice
"对青春期、生育期崩漏者的复旧目标，主要是

A.调整肾-天癸-冲任-胞宫生殖轴功能
B.调整月经周期
C.止血调经
D.养血调经",$B$,B,single_choice
"易致心神耗伤、脾气郁结的原因 是

A.思虑过度
B.喜乐过度
C.恼怒过度
D.悲伤过度",$A$,A,single_choice
"瘾疹胃肠湿热证的治法宜选用

A.疏风散寒止痒
B.疏风清热止痒
C.疏风解表，通腑泄热
D.养血祛风，润燥止痒
E.清热利湿止血",$C$,C,single_choice
"证见心悸，兼有失眠多梦，头晕眼花，舌淡脉细，诊断为：(    )

A.心阴虚证
B.心火亢盛证
C.心血虚证
D.心肾不交证
E.痰火扰神证",$C$,C,single_choice
"丘疹色红，或有痒痛，或有脓疱；伴口渴喜饮，大便秘结，小便短赤。舌质红，苔薄黄，脉弦滑。治疗宜采用的治法是

A.疏风清肺
B.清热除湿
C.疏风止痒
D.辛凉解表
E.清热止痒",$A$,A,single_choice
"清营汤的功用是

A.清营解毒，凉血散瘀
B.清营解毒，透热养阴
C.清营凉血，透热散邪
D.清心解毒，养阴生津
E.清营透热，益气养阴",$B$,B,single_choice
"下列哪些药物能治肠燥便秘

A.火麻仁
B.郁李仁
C.桃仁
D.杏仁
E.芒硝",$A$,A,single_choice
"《素问 · 阴阳应象大论》指出调 整阴阳的具体应用，""其高者"" 的治法是

A.因而越之
B.引而竭之
C.汗而发之
D.散而泻之",$A$,A,single_choice
"具有祛瘀止血作用的中药有

A.艾叶
B.白及
C.茜草
D.蒲黄
E.槐花",$C$,C,single_choice
"以下哪一项不是胎漏、胎动不安的常见病机

A.血热
B.肝郁
C.气血虚弱
D.血瘀",$B$,B,single_choice
"须去木心的药物是 。

A.柴胡
B.巴戟天
C.莲子
D.麻黄
E.党参",$B$,B,single_choice
"肝与肺在生理上的协调主要表现于

A.气机的调节
B.血液的运行
C.津液的代谢
D.营卫的协调",$A$,A,single_choice
"治疗该患儿宜选用

A.小儿消食片
B.健脾康儿片
C.一捻金
D.小儿化毒散
E.解肌宁嗽丸",$A$,A,single_choice
"阴寒内盛者治宜

A.以热治寒
B.以寒治热
C.以寒治寒
D.以热治热",$A$,A,single_choice
"现行《中国药典》载有毒性药材和饮片共计83种，分为大毒、有毒、小毒等三类。以上属小毒的中药有

A.地肤子
B.北豆根
C.天仙子
D.山豆根
E.千金子",$B$,B,single_choice
"瘀  石  虫  痰等阻塞所致之“气闭”，最突出的表现是：（      ）

A.肢厥脉弦
B.胀闷不舒
C.绞痛阵作
D.患处胀痛
E.神识不清",$B$,B,single_choice
"月经后期痰湿证，治宜选方

A.乌药汤
B.归脾丸
C.芎归二陈汤
D.大补元煎
E.玉女煎",$C$,C,single_choice
"太阳病，项背强几几，反汗出恶风者，宜:

A.桂枝汤
B.桂枝加葛根汤
C.葛根汤
D.麻黄汤
E.以上都不对",$B$,B,single_choice
"石淋症见

A.小便频数短涩，灼热刺痛，尿色黄赤
B.排尿时突然中断，尿道窘迫疼，少腹拘急
C.小便热涩刺痛，尿色深红
D.郁怒之后，小便涩滞，淋沥不宣，少腹胀满
E.小便浑浊如米泔水，上有浮油，置之沉淀",$B$,B,single_choice
"患儿，3岁。体重13kg，自入幼儿园2个月来，食欲不振，面色少华，偶尔多食后则脘腹饱胀，恶心，形体尚可，精神如常，二便不调，舌苔薄腻。其治法是

A.消食导滞，理气行滞
B.健脾益气，开胃助运
C.滋脾养胃，佐以助运
D.疏肝开郁，理气助运
E.调和脾胃，运脾开胃",$E$,E,single_choice
"宜用醋炙的是 。

A.蕲蛇
B.杜仲
C.甘遂
D.厚朴
E.淫羊藿",$C$,C,single_choice
"肝胃蕴热则：（    ）

A.口淡乏味
B.口甜粘腻
C.口中酸馊
D.口中泛酸
E.口苦",$D$,D,single_choice
"胃苏颗粒除和胃止痛外，还可

A.行气化湿
B.理气消胀
C.疏肝理气
D.健脾消食
E.消胀止痛",$B$,B,single_choice
"气滞胃痛颗粒除和胃止痛外，还可

A.行气化湿
B.理气消胀
C.疏肝理气
D.健脾消食
E.消胀止痛",$C$,C,single_choice
"可与醋酐-浓硫酸反应产生一系列颜色变化的化合物是 。

A.强心苷
B.香豆素
C.黄酮苷
D.生物碱
E.木脂素",$A$,A,single_choice
"表面灰白色或黄白色，有数圈同心环节和棕色点状须根痕，上面有突起的茎痕，下面有连接另一块茎的痕迹，气微，味苦，嚼之有黏性的是 。

A.黄芩
B.白及
C.黄连
D.葛根
E.防己",$B$,B,single_choice
"我国第一部论述病源与证候诊断的专著是

A.《伤寒杂病论》
B.《三因极一病证方论》
C.《诸病源候论》
D.《内经》
E.《察病指南》",$C$,C,single_choice
"下列选项中，与语言、声音、呼吸强弱关系最为密切的是

A.元气
B.卫气
C.中气
D.宗气",$D$,D,single_choice
"治疗产后受寒、寒凝血瘀所致的产后病的是

A.生化丸
B.保妇康栓
C.花红颗粒
D.产妇康颗粒
E.妇科十味片",$A$,A,single_choice
"芡实的功效是

A.益气、除热止汗
B.益肾固精，补脾祛湿
C.清热燥湿、杀虫
D.益肾固精、明目
E.补益肝肾、收敛固涩",$B$,B,single_choice
"银翘散中宜重用的药物是:

A.银花、连翘
B.荆芥、淡豆豉
C.薄荷、牛蒡子
D.桔梗、甘草",$A$,A,single_choice
"生化丸与产复康颗粒共有的功能是

A.养血祛瘀
B.补气养血
C.温经止痛
D.舒肝养血
E.养血调经",$A$,A,single_choice
"用于治疗外感风寒、内伤食积证的是

A.午时茶颗粒
B.表实感冒颗粒
C.荆防合剂
D.藿香正气水
E.保济丸",$A$,A,single_choice
"酒制补肝肾、强筋骨，生用活血通经的药物是

A.丹参
B.牛膝
C.水蛭
D.穿山甲
E.王不留行",$B$,B,single_choice
"下列答案，除哪一项外，都是淡白舌的主病：(    )

A.气虚
B.血虚
C.阳虚
D.阴虚
E.脱血夺气",$D$,D,single_choice
"属风寒感冒者，可选用的方剂为

A.清瘟败毒饮
B.百合固金汤
C.参苏饮
D.荆防败毒散
E.银翘散",$D$,D,single_choice
"饮证的主要原因是：（      ）

A.脏腑机能减退
B.情志所伤
C.饮食不节
D.过逸少动
E.感受湿邪",$A$,A,single_choice
"中医养生学目标

A.阴阳互根
B.五脏坚固
C.健康长寿
D.气血充沛",$B$,B,single_choice
"小儿痰热蕴肺、饮食积滞宜选用

A.小儿咳喘灵颗粒
B.清宣止咳颗粒
C.鹭鸶咯丸
D.儿童清肺丸
E.小儿消积止咳口服液",$E$,E,single_choice
"治疗跌打损伤瘀血阻络证，可选用的方剂是

A.膈下逐瘀汤
B.桃红四物汤
C.身痛逐瘀汤
D.独活寄生汤
E.顺气活血汤",$C$,C,single_choice
"关于扣锅煅的说法错误的是 。

A.高温缺氧
B.离火后直接取出药材
C.可以用滴水即沸来检验煅制程度
D.用武火进行煅制
E.用盐泥封固",$B$,B,single_choice
"以下关于活血止痛散的注意事项，说法错误的是

A.脾胃虚弱者忌用
B.孕妇禁用
C.宜在饭后半小时服用
D.不宜大剂量使用
E.妇女月经期及哺乳期慎用",$A$,A,single_choice
"治疗喘证之痰热郁肺证主要的代表方

A.麻黄汤加减
B.麻杏石甘汤加减
C.桑白皮汤加减
D.补肺汤合玉屏风散",$C$,C,single_choice
"麝香的质量控制成分是 。

A.熊去氧胆酸
B.L-3-甲基十五环酮
C.鹅去氧胆酸
D.雄甾烷类
E.蟾蜍甾二烯类",$B$,B,single_choice
"以下关于挥发油说法错误的是 。

A.能与溴及亚硫酸氢钠发生加成反应、与肼类产生缩合反应，并有银镜反应、异羟肟酸铁反应、皂化反应及遇碱成盐反应等
B.常温下挥发油都为黄色的浑浊液体
C.挥发油在常温下可自然挥发，可随水蒸气蒸馏
D.挥发油不溶于水，易溶于石油醚、乙醚、二硫化碳、油脂等亲脂性有机溶剂，在高浓度的乙醇中能溶解E挥发油与空气及光线经常接触会逐渐氧化变质，使挥发油的相对密度增加，颜色变深，失去原有香味，形成树脂样物质",$B$,B,single_choice
"胸痹的饮食护理中，正确的是

A.心阴两虚者，忌食生冷瓜果以及其他凉性食物，宜安神温补之品，如猪心炖莲子、烧羊肉、狗肉等
B.心阳气虚者，忌食辛辣烟酒及其他热性食物，宜滋阴养血之品，如红枣龙眼汤、百合银耳羹、莲芯、玉竹茶
C.痰火内盛者，忌食甘肥油腻、生痰助湿之品，宜食清淡化痰之品，如雪羹汤
D.心血瘀阻者，控制食量，切忌饱餐，勿食动物油脂，宜清淡，少油化瘀之品，如瘦肉、鱼类、清炖鸡
E.心火炽盛者，忌食辛辣煎炸动火之品，宜食清火之品，如莲芯克泡水代茶日饮",$A$,A,single_choice
"耳聋左慈丸的功能有

A.补气
B.养血
C.滋肾
D.平肝
E.宣肺",$C$,C,single_choice
"肺热津亏，咽喉不利，口舌干燥，声哑失音治疗宜选用

A.玄麦甘桔含片
B.清音丸
C.冰硼散
D.桂林西瓜霜
E.六神丸",$B$,B,single_choice
"为佐使药，既善活血通经、通利关节、利尿，又引药直达下焦的药物是

A.黄柏
B.苍术
C.薏苡仁
D.牛膝
E.甘草",$D$,D,single_choice
"与未老先衰，头发枯萎、早脱、 早白密切相关的病机是

A.肝血不足
B.肾精亏损
C.肺气虚衰
D.肾气不固
E.脾虚不运",$B$,B,single_choice
"根据结构苷元进行分类，以下属于C型的人参皂苷是 。

A.人参皂苷Rg1
B.人参皂苷Ro
C.人参皂苷R
D.人参皂苷Rb1
E.人参皂苷Rf",$B$,B,single_choice
"濡脉主病是

A.气血两虚
B.湿病
C.两者均是
D.两者均不是",$A$,A,single_choice
"某男，68岁。近三天常感胃部胀满，嗳腐恶食，且伴有吐不消化食物，舌苔厚腻，脉滑，就诊后，医生开具保和丸治疗。作为药师，发药时应告知患者服用的时间为

A.空腹服
B.饭前服
C.饭后服
D.清晨服
E.睡前服",$B$,B,single_choice
"含不同羟基的黄酮类化合物的酸性强弱顺序是 。

A.7，4'-二羟基7-羟基5-羟基一般酚羟基
B.7，4'-二羟基一般酚羟基5-羟基7-羟基
C.7，4'-二羟基4'-羟基一般酚羟基5-羟基
D.7，4'-二羟基5-羟基7-羟基一般酚羟基
E.一般酚羟基7-羟基5-羟基7，4’-二羟基",$C$,C,single_choice
"花类药材采收时通常是 。

A.植株枯萎前
B.枝叶茂盛时
C.花盛开时
D.果实成熟时
E.多含苞待放时",$E$,E,single_choice
"定性鉴别环烯醚萜类化合物的反应是 。

A.与Dragendorff’s试剂呈阳性反应
B.乙酸-铜离子反应
C.与2％AlCl3乙醇溶液呈黄色反应
D.与Libermann-Burchard试剂呈紫红色反应
E.其水溶液振摇后产生持久性蜂窝状泡沫",$B$,B,single_choice
"《灵枢·营卫生会》指出，营卫五十而复大会的时间是:

A.子时
B.寅时
C.午时
D.酉时
E.亥时",$A$,A,single_choice
"下列除哪项外，均是吴鞠通所谓的白虎汤应用禁忌：

A.脉浮弦而细者
B.脉沉者
C.不渴者
D.汗不出者
E.不大便者",$E$,E,single_choice
"痰白滑而量多，易咯出者，属：(    )

A.热盛伤津
B.寒伤阳气
C.肝风挟痰
D.脾虚湿聚
E.肺痈",$D$,D,single_choice
"太阳病，发汗后，大汗出，胃中干，烦躁不得眠，欲得饮水者，宜:

A.少少与饮之，令胃气和则愈
B.五苓散
C.白虎加人参汤
D.竹叶石膏汤
E.以上都不对",$A$,A,single_choice
"肺主一身之气基于

A.肺的肃降功能
B.肺的呼吸功能
C.肺的百脉功能
D.肺的宣发功能",$B$,B,single_choice
"蛤蚧的炮制除了油炙之外，还包括 。

A.炒黄
B.麸炒
C.蜜炙
D.姜炙
E.酒炙",$E$,E,single_choice
"能清热解毒的药是

A.磁石
B.朱砂
C.琥珀
D.龙骨
E.代赭石",$A$,A,single_choice
"不宜与丁香同用的药物是

A.细辛
B.甘遂
C.芒硝
D.瓜蒌
E.郁金",$E$,E,single_choice
"论述危重疾病的“十怪脉”的医家是

A.李东垣
B.危亦林
C.吴鞠通
D.汪宏
E.张仲景",$B$,B,single_choice
"有关表面活性剂的叙述不正确的是 。

A.分子结构中都同时含有亲水基团和亲油基团
B.能够显著降低两相间表面张力
C.低浓度时，发生表面吸附
D.高浓度时，进入溶液内部
E.在药剂中都能用于防腐",$E$,E,single_choice
"喘证的病因主要可概括为外感与内伤两类，以下哪项不是喘证发病因素

A.外邪侵袭
B.饮食不当
C.情志不调
D.正气不足",$D$,D,single_choice
"头面部丹毒者应采取的适当体位是

A.去枕仰卧位
B.端坐位
C.侧卧位
D.适当抬高头部",$D$,D,single_choice
"阳盛格阴是指

A.阳气亢盛，损伤阴精
B.阳气虚损，阴气无以化生， 导致阴阳两虚
C.阳气虚衰，阴气相对偏盛
D.阳盛至极，热盛于内，排斥 阴气于外",$D$,D,single_choice
"下列哪项属神气不足的表现：(    )

A.精神不振
B.两目晦暗
C.面色无华
D.形体羸瘦
E.动作迟钝",$A$,A,single_choice
"下列何方的药物配伍体现了外科阳证内治消法的配伍特点（ ）

A.清胃散
B.凉膈散
C.芍药汤
D.桑菊饮
E.仙方活命饮",$E$,E,single_choice
"分布于上肢内侧后缘的经脉为

A.手少阴心经
B.手厥阴心包经
C.手太阳小肠经
D.手太阴肺经",$A$,A,single_choice
"空胶囊制备中，为保证囊壳质量需加入辅料，其琼脂是作为 。

A.防腐剂
B.遮光剂
C.增稠剂
D.增塑剂
E.成型材料",$C$,C,single_choice
"炮制须烫去毛的药材是 。

A.骨碎补
B.石韦
C.鹿茸
D.金樱子
E.枇杷叶",$A$,A,single_choice
"哮喘的临床特征是

A.咳嗽气喘, 喉间痰鸣,吸气延长
B.胸闷气喘, 喉间痰鸣,呼气延长
C.发热咳嗽, 喉间痰鸣,吸气延长
D.喘促气急, 喉间痰鸣,呼气延长",$D$,D,single_choice
"肝气郁结之聚证的代表方首选

A.八珍汤合化积丸
B.逍遥散合木香顺气散
C.六君子汤合化积丸
D.柴胡疏肝散合失笑散
E.膈下逐瘀汤合六君子汤",$B$,B,single_choice
"关于植物药的采取原则说法错误的是 。

A.根及根茎类药材一般宜在秋冬季地上部分将枯萎时、春秋发芽前或刚出苗时采收
B.皮类药材一般宜在秋冬季采收
C.叶类药材一般宜在叶片繁茂、色绿时采收
D.花类药材在含苞待放或开放时采收
E.种子类药材在果实、种子成熟时采收",$B$,B,single_choice
